bundle_path	engine	context_tokens	git_commit	launch_command
artifacts/final/vllm-final-baseline1620-16384-b16-1.json	vllm	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/vllm/bin/python experiments/incumbent_gemma_bench.py --engine vllm --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --max-model-len 16528 --vllm-gpu-mem-util 0.74 --vllm-language-model-only --vllm-disable-inductor --json /tmp/vllm-final-baseline1620-16384-b16-1.json --stop-on-failure
artifacts/final/wkvm-final-o1-accounting-16384-b16-2.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 16640 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-final-o1-accounting-16384-b16-2.json
artifacts/final/wkvm-final-o1-accounting-16384-b16-3.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 16640 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-final-o1-accounting-16384-b16-3.json
artifacts/final/wkvm-final-o1-accounting-16384-b16-probe.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 16640 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-final-o1-accounting-16384-b16-probe.json
artifacts/final/wkvm-final-o1-accounting-32768-b16-1.json	wkvm-native	32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 32768 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 33024 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-final-o1-accounting-32768-b16-1.json
artifacts/sglang-gemma-16384-b16-current-monitor-1.json	sglang	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/sglang/bin/python experiments/incumbent_gemma_bench.py --engine sglang --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --sglang-context-length 16528 --sglang-max-total-tokens 264448 --sglang-mem-fraction 0.78 --sglang-max-running-requests 16 --sglang-attention-backend triton --sglang-language-model-only --sglang-decode-graph full --sglang-prefill-graph disabled --json /tmp/sglang-gemma-16384-b16-current-monitor-1.json --stop-on-failure
artifacts/sglang-gemma-32768-b16-current-monitor-1.json	sglang	32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/sglang/bin/python experiments/incumbent_gemma_bench.py --engine sglang --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 32768 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --sglang-context-length 32912 --sglang-max-total-tokens 526592 --sglang-mem-fraction 0.78 --sglang-max-running-requests 16 --sglang-attention-backend triton --sglang-language-model-only --sglang-decode-graph full --sglang-prefill-graph disabled --json /tmp/sglang-gemma-32768-b16-current-monitor-1.json --stop-on-failure
artifacts/vllm-gemma-16384-b16-current-fingerprint.json	vllm	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/vllm/bin/python experiments/incumbent_gemma_bench.py --engine vllm --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --max-model-len 16528 --vllm-gpu-mem-util 0.74 --vllm-language-model-only --vllm-disable-inductor --json /tmp/vllm-gemma-16384-b16-current-fingerprint.json --stop-on-failure
artifacts/vllm-gemma-16384-b16-current-monitor-1.json	vllm	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/vllm/bin/python experiments/incumbent_gemma_bench.py --engine vllm --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --max-model-len 16528 --vllm-gpu-mem-util 0.74 --vllm-language-model-only --vllm-disable-inductor --json /tmp/vllm-gemma-16384-b16-current-monitor-1.json --stop-on-failure
artifacts/vllm-gemma-16384-b16-current-monitor-2.json	vllm	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/vllm/bin/python experiments/incumbent_gemma_bench.py --engine vllm --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --max-model-len 16528 --vllm-gpu-mem-util 0.74 --vllm-language-model-only --vllm-disable-inductor --json /tmp/vllm-gemma-16384-b16-current-monitor-2.json --stop-on-failure
artifacts/vllm-gemma-16384-b16-current-monitor-3.json	vllm	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/vllm/bin/python experiments/incumbent_gemma_bench.py --engine vllm --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --max-model-len 16528 --vllm-gpu-mem-util 0.74 --vllm-language-model-only --vllm-disable-inductor --json /tmp/vllm-gemma-16384-b16-current-monitor-3.json --stop-on-failure
artifacts/vllm-gemma-32768-b16-current-monitor-1.json	vllm	32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/run/media/xiaol/B214449214445C0B/wkvm_bench/venvs/vllm/bin/python experiments/incumbent_gemma_bench.py --engine vllm --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 32768 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --mem-cap-gib 19 --headroom-gib 1 --max-model-len 32912 --vllm-gpu-mem-util 0.74 --vllm-language-model-only --vllm-disable-inductor --json /tmp/vllm-gemma-32768-b16-current-monitor-1.json --stop-on-failure
artifacts/wkvm-prefill-batch2-boundedfold-32768-b16-1.json	wkvm-native	32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 32768 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 33024 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-prefill-batch2-boundedfold-32768-b16-1.json
artifacts/wkvm-prefill-batch2-boundedfold-alignedtimer-16384-b16-1.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 16640 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-prefill-batch2-boundedfold-alignedtimer-16384-b16-1.json
artifacts/wkvm-prefill-batch2-boundedfold-alignedtimer-16384-b16-2.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 16640 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-prefill-batch2-boundedfold-alignedtimer-16384-b16-2.json
artifacts/wkvm-prefill-batch2-boundedfold-alignedtimer-16384-b16-3.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_bench.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctx 16384 --out 128 --concurrency 16 --prompt-lengths uniform --synthetic-prompts --native-gemma-checkpoint-loader --native-gemma-attention-backend sdpa_single_gqa --native-gemma-projection-backend separate --enable-token-pool-attention --token-pool-max-context-len 16640 --token-pool-capacity 36864 --token-pool-paged-block-size 16 --enable-token-pool-triton --enable-token-pool-paged-triton --enable-token-pool-paged-split-triton --token-pool-triton-strict --token-pool-sliding-paged-metadata-only --persistent-padded-sliding-metadata-padding --persistent-padded-decode-steps 128 --persistent-padded-decode-cuda-graph --persistent-padded-decode-graph-warmup-iters 0 --sink 16 --window 1024 --m-slots 64 --route-chunk 512 --chunk 2048 --prefill-microbatch-rows 2 --decode-microbatch-rows 16 --mem-cap-gib 19 --headroom-gib 1 --gpu-memory-device 0 --gpu-memory-sample-interval-s 0.1 --require-native-no-hf --stop-on-failure --json /tmp/wkvm-prefill-batch2-boundedfold-alignedtimer-16384-b16-3.json
quality/history/native_quality_16k_b16_runtime_pass_quality_fail.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 16384 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 16 --graph-warmup-iters 0 --token-pool-max-context-len 33024 --require-benchmark-shape --json /tmp/wkvm-native-quality-16k-b16-transactional-release.json
quality/history/native_quality_16k_b16_semantic_parity_eager.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 16384 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 16 --graph-warmup-iters 0 --token-pool-max-context-len 33024 --no-require-benchmark-shape --json /tmp/wkvm-native-quality-16k-b16-partial-coverage-eager.json
quality/history/native_quality_16k_b2_diagnostic_near_gate.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 16384 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 2 --graph-warmup-iters 0 --token-pool-max-context-len 33024 --no-require-quality-gate --json /tmp/wkvm-native-quality-16k-b2-route512-diagnostic.json
quality/history/native_quality_full_grid_b2_pass.json	wkvm-native	8192,16384,32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 8192,16384,32768 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 2 --graph-warmup-iters 0 --token-pool-max-context-len 33024 --require-full-grid --no-require-quality-gate --json /tmp/wkvm-native-quality-fullgrid-b2-route512-final.json
quality/history/native_quality_fullgrid_b16_cap36864_failure.json	wkvm-native	8192,16384,32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 8192,16384,32768 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 16 --graph-warmup-iters 0 --require-full-grid --require-benchmark-shape --json /tmp/wkvm-native-quality-fullgrid-b16-cap36864-failure.json
quality/history/native_quality_fullgrid_b16_route512_failure_after_cohort_gc.json	wkvm-native	8192,16384,32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 8192,16384,32768 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 16 --graph-warmup-iters 0 --require-full-grid --require-benchmark-shape --json /tmp/wkvm-native-quality-fullgrid-b16-route512-final.json
quality/history/native_quality_fullgrid_b16_route512_failure_after_graph.json	wkvm-native	8192,16384,32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 8192,16384,32768 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 16 --graph-warmup-iters 0 --require-full-grid --require-benchmark-shape --json /tmp/wkvm-native-quality-fullgrid-b16-route512-final.json
quality/history/native_quality_smoke_8192_depth0.5_seed1.json	wkvm-native	8192	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 8192 --depths 0.5 --t12-seeds 1 --t3-seeds 1 --json /tmp/wkvm-native-quality-20260713-131147.json
quality/native_quality_16k_b16_final_o1.json	wkvm-native	16384	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 16384 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 16 --graph-warmup-iters 0 --token-pool-max-context-len 33024 --no-require-benchmark-shape --no-require-quality-gate --json /tmp/wkvm-native-quality-16k-b16-final-o1.json
quality/native_quality_fullgrid_b2_final_o1.json	wkvm-native	8192,16384,32768	59f736b9b80a2c54c397a481775cb008dc2ce2ef	/home/xiaol/X/HRM-Text/.venv/bin/python experiments/native_gemma_quality.py --model-path /run/media/xiaol/B214449214445C0B/models/gemma/gemma-4-E4B-it --ctxs 8192,16384,32768 --depths 0.1,0.3,0.5,0.7,0.9 --t12-seeds 3 --t3-seeds 1 --slots 2 --graph-warmup-iters 0 --token-pool-max-context-len 33024 --require-full-grid --no-require-quality-gate --json /tmp/wkvm-native-quality-fullgrid-b2-final-o1.json
